'1','INS-PRI-21'
'1','MEN-PRI-21-1'
'1','UN-PRI-NCH-M-21'
'1','PAP-PRI-4-21'
'1','MAN-21'
'2','INS-SEC-21'
'2','MEN-SEC-21-1'
'2','UN-SEC-DCH-U-21'
'2','PAP-SEC-1-21'
'2','MAN-21'
'3','INS-PRE-21'
'3','MEN-PRE-21-1'
'3','UN-PRE-NCH-H-21'
'3','PAP-PRE-3-21'
'3','MAN-21'
'4','INS-PRI-21'
'4','MEN-PRI-21-1'
'4','UN-PRI-DCH-U-21'
'4','PAP-PRI-3-21'
'4','MAN-21'
'5','INS-PRI-21'
'5','MEN-PRI-21-1'
'5','UN-PRI-NCH-H-21'
'5','PAP-PRI-5-21'
'5','MAN-21'
'6','INS-SEC-21'
'6','MEN-SEC-21-1'
'6','UN-SEC-NCH-H-21'
'6','PAP-SEC-1-21'
'6','MAN-21'
'7','INS-PRI-21'
'7','MEN-PRI-21-1'
'7','UN-PRI-NCH-H-21'
'7','PAP-PRI-6-21'
'7','MAN-21'
'8','INS-PRI-21'
'8','MEN-PRI-21-1'
'8','UN-PRI-DCH-U-21'
'8','PAP-PRI-2-21'
'8','MAN-21'
'9','INS-PRE-21'
'9','MEN-PRE-21-1'
'9','UN-PRE-DCH-U-21'
'9','PAP-PRE-3-21'
'9','MAN-21'
'10','INS-PRI-21'
'10','MEN-PRI-21-1'
'10','UN-PRI-NCH-H-21'
'10','PAP-PRI-6-21'
'10','MAN-21'
'11','INS-PRI-21'
'11','MEN-PRI-21-1'
'11','UN-PRI-NCH-M-21'
'11','PAP-PRI-2-21'
'11','MAN-21'
'12','INS-PRE-21'
'12','MEN-PRE-21-1'
'12','UN-PRE-DCH-U-21'
'12','PAP-PRE-2-21'
'12','MAN-21'
'13','INS-PRI-21'
'13','MEN-PRI-21-1'
'13','UN-PRI-DME-U-21'
'13','PAP-PRI-5-21'
'13','MAN-21'
'14','INS-PRI-21'
'14','MEN-PRI-21-1'
'14','UN-PRI-NME-H-21'
'14','PAP-PRI-6-21'
'14','MAN-21'
'15','INS-PRE-21'
'15','MEN-PRE-21-1'
'15','UN-PRE-DCH-U-21'
'15','PAP-PRE-1-21'
'15','MAN-21'
'16','INS-PRI-21'
'16','MEN-PRI-21-1'
'16','UN-PRI-NCH-H-21'
'16','PAP-PRI-1-21'
'16','MAN-21'
'17','INS-PRE-21'
'17','MEN-PRE-21-1'
'17','UN-PRE-NCH-M-21'
'17','PAP-PRE-3-21'
'17','MAN-21'
'18','INS-PRI-21'
'18','MEN-PRI-21-1'
'18','UN-PRI-NCH-M-21'
'18','PAP-PRI-4-21'
'18','MAN-21'
'19','INS-PRE-21'
'19','MEN-PRE-21-1'
'19','UN-PRE-DCH-U-21'
'19','PAP-PRE-2-21'
'19','MAN-21'
'20','INS-PRI-21'
'20','MEN-PRI-21-1'
'20','UN-PRI-NCH-H-21'
'20','PAP-PRI-3-21'
'20','MAN-21'
'21','INS-PRI-21'
'21','MEN-PRI-21-1'
'21','UN-PRI-NCH-H-21'
'21','PAP-PRI-1-21'
'21','MAN-21'
'22','INS-PRI-21'
'22','MEN-PRI-21-1'
'22','UN-PRI-NCH-H-21'
'22','PAP-PRI-1-21'
'22','MAN-21'
'23','INS-PRI-21'
'23','MEN-PRI-21-1'
'23','UN-PRI-NME-H-21'
'23','PAP-PRI-2-21'
'23','MAN-21'
'24','INS-PRI-21'
'24','MEN-PRI-21-1'
'24','UN-PRI-NCH-H-21'
'24','PAP-PRI-1-21'
'24','MAN-21'
'25','INS-PRI-21'
'25','MEN-PRI-21-1'
'25','UN-PRI-NCH-H-21'
'25','PAP-PRI-2-21'
'25','MAN-21'
'26','INS-SEC-21'
'26','MEN-SEC-21-1'
'26','UN-SEC-NCH-M-21'
'26','PAP-SEC-1-21'
'26','MAN-21'
'27','INS-PRI-21'
'27','MEN-PRI-21-1'
'27','UN-PRI-DME-U-21'
'27','PAP-PRI-4-21'
'27','MAN-21'
'28','INS-PRI-21'
'28','MEN-PRI-21-1'
'28','UN-PRI-NME-H-21'
'28','PAP-PRI-6-21'
'28','MAN-21'
'29','INS-PRI-21'
'29','MEN-PRI-21-1'
'29','UN-PRI-DME-U-21'
'29','PAP-PRI-3-21'
'29','MAN-21'
'30','INS-PRI-21'
'30','MEN-PRI-21-1'
'30','UN-PRI-NCH-M-21'
'30','PAP-PRI-3-21'
'30','MAN-21'
'31','INS-PRI-21'
'31','MEN-PRI-21-1'
'31','UN-PRI-NCH-M-21'
'31','PAP-PRI-4-21'
'31','MAN-21'
'32','INS-PRE-21'
'32','MEN-PRE-21-1'
'32','UN-PRE-DCH-U-21'
'32','PAP-PRE-3-21'
'32','MAN-21'
'33','INS-PRI-21'
'33','MEN-PRI-21-1'
'33','UN-PRI-NME-M-21'
'33','PAP-PRI-5-21'
'33','MAN-21'
'34','INS-PRE-21'
'34','MEN-PRE-21-1'
'34','UN-PRE-DCH-U-21'
