'53','00001'
'27','00001'
'1','00001'
'53','00002'
'27','00002'
'1','00002'
'53','00003'
'27','00003'
'1','00003'
'53','00005'
'27','00005'
'1','00005'
'53','00006'
'27','00006'
'1','00006'
'53','00007'
'27','00007'
'1','00007'
'53','00008'
'27','00008'
'1','00008'
'53','00009'
'27','00009'
'1','00009'
'53','00012'
'27','00012'
'1','00012'
'55','00025'
'3','00025'
'29','00025'
'55','00026'
'3','00026'
'29','00026'
'55','00027'
'3','00027'
'29','00027'
'55','00028'
'3','00028'
'29','00028'
'55','00029'
'3','00029'
'29','00029'
'55','00032'
'3','00032'
'29','00032'
'55','00034'
'3','00034'
'29','00034'
'55','00036'
'3','00036'
'29','00036'
'57','00049'
'5','00049'
'31','00049'
'57','00050'
'5','00050'
'31','00050'
'57','00052'
'5','00052'
'31','00052'
'57','00053'
'5','00053'
'31','00053'
'57','00054'
'5','00054'
'31','00054'
'57','00055'
'5','00055'
'31','00055'
'57','00056'
'5','00056'
'31','00056'
'57','00057'
'5','00057'
'31','00057'
'57','00058'
'5','00058'
'31','00058'
'57','00059'
'5','00059'
'31','00059'
'7','00073'
'59','00073'
'33','00073'
'7','00076'
'59','00076'
'33','00076'
'7','00077'
'59','00077'
'33','00077'
'7','00078'
'59','00078'
'33','00078'
'7','00079'
'59','00079'
'33','00079'
'7','00080'
'59','00080'
'33','00080'
'7','00081'
'59','00081'
'33','00081'
'7','00082'
'59','00082'
'33','00082'
'7','00083'
'59','00083'
'33','00083'
'7','00084'
'59','00084'
'33','00084'
'9','00099'
'61','00099'
'35','00099'
'9','00100'
'61','00100'
'35','00100'
'9','00101'
'61','00101'
'35','00101'
'9','00102'
'61','00102'
'35','00102'
'9','00103'
'61','00103'
'35','00103'
'9','00104'
'61','00104'
'35','00104'
'9','00105'
'61','00105'
'35','00105'
'9','00107'
'61','00107'
'35','00107'
'9','00108'
'61','00108'
'35','00108'
'63','00121'
'37','00121'
'11','00121'
'63','00122'
'37','00122'
'11','00122'
'63','00124'
'37','00124'
'11','00124'
'63','00125'
'37','00125'
'11','00125'
'63','00126'
'37','00126'
'11','00126'
'63','00127'
'37','00127'
'11','00127'
'63','00128'
'37','00128'
'11','00128'
'63','00129'
'37','00129'
'11','00129'
'63','00130'
'37','00130'
'11','00130'
'63','00131'
'37','00131'
'11','00131'
'65','00145'
'39','00145'
'13','00145'
'65','00146'
'39','00146'
'13','00146'
'65','00147'
'39','00147'
'13','00147'
'65','00148'
'39','00148'
'13','00148'
'65','00149'
'39','00149'
'13','00149'
'65','00151'
'39','00151'
'13','00151'
'65','00152'
'39','00152'
'13','00152'
'65','00153'
'39','00153'
'13','00153'
'65','00156'
'39','00156'
'13','00156'
'67','00169'
'41','00169'
'15','00169'
'67','00170'
'41','00170'
'15','00170'
'67','00171'
'41','00171'
'15','00171'
'67','00172'
'41','00172'
'15','00172'
'67','00174'
'41','00174'
'15','00174'
'67','00175'
'41','00175'
'15','00175'
'67','00176'
'41','00176'
'15','00176'
'67','00177'
'41','00177'
'15','00177'
'67','00179'
'41','00179'
'15','00179'
'67','00180'
'41','00180'
'15','00180'
'69','00193'
'43','00193'
'17','00193'
'69','00194'
'43','00194'
'17','00194'
'69','00195'
'43','00195'
'17','00195'
'69','00197'
'43','00197'
'17','00197'
'69','00199'
'43','00199'
'17','00199'
'69','00200'
'43','00200'
'17','00200'
'69','00201'
'43','00201'
'17','00201'
'69','00202'
'43','00202'
'17','00202'
'69','00203'
'43','00203'
'17','00203'
'69','00204'
'43','00204'
'17','00204'
'71','00217'
'45','00217'
'19','00217'
'71','00218'
'45','00218'
'19','00218'
'71','00219'
'45','00219'
'19','00219'
'71','00222'
'45','00222'
'19','00222'
'71','00223'
'45','00223'
'19','00223'
'71','00225'
'45','00225'
'19','00225'
'71','00227'
'45','00227'
'19','00227'
'71','00228'
'45','00228'
'19','00228'
'51','00289'
'25','00289'
'51','00290'
'25','00290'
'51','00291'
'25','00291'
'51','00293'
'25','00293'
'51','00294'
'25','00294'
'51','00296'
'25','00296'
'51','00297'
'25','00297'
'51','00299'
'25','00299'
'51','00300'
'25','00300'
'49','00338'
'49','00339'
'49','00340'
'49','00341'
'49','00342'
'49','00343'
'49','00344'
'49','00345'
'49','00346'
'49','00347'
'49','00348'
'49','00349'
