'1','1','A','prees','02122'
'3','2','A','prees','02122'
'5','3','A','prees','02122'
'7','1','A','prima','02122'
'9','2','A','prima','02122'
'11','3','A','prima','02122'
'13','4','A','prima','02122'
'15','5','A','prima','02122'
'17','6','A','prima','02122'
'19','1','A','secun','02122'
'21','2','A','secun','02122'
'23','3','A','secun','02122'
'25','1','A','prees','02223'
'27','2','A','prees','02223'
'29','3','A','prees','02223'
'31','1','A','prima','02223'
'33','2','A','prima','02223'
'35','3','A','prima','02223'
'37','4','A','prima','02223'
'39','5','A','prima','02223'
'41','6','A','prima','02223'
'43','1','A','secun','02223'
'45','2','A','secun','02223'
'47','3','A','secun','02223'
'49','1','A','prees','02324'
'51','2','A','prees','02324'
'53','3','A','prees','02324'
'55','1','A','prima','02324'
'57','2','A','prima','02324'
'59','3','A','prima','02324'
'61','4','A','prima','02324'
'63','5','A','prima','02324'
'65','6','A','prima','02324'
'67','1','A','secun','02324'
'69','2','A','secun','02324'
'71','3','A','secun','02324'
